Image File,Prediction (Before Masking),Confidence (Before Masking),Prediction (After Masking),Confidence (After Masking),Counterfactual Found,Features Replaced,Feature Selection (%),SSIM,MSE,PSNR,UQI,VIFP,Time Taken (s)
town7_006548.png,GO,"[0.1173, 0.8827]",STOP,"[0.57708, 0.42292]",True,56.0,43.75%,0.56337,420.33799,21.89482,0.93317,0.144,5.91446
town7_006558.png,GO,"[0.13831, 0.86169]",STOP,"[0.57843, 0.42157]",True,84.0,65.62%,0.49796,1107.95922,17.68557,0.81135,0.10682,5.94072
town7_006575.png,STOP,"[0.61067, 0.38933]",GO,"[0.43544, 0.56456]",True,30.0,23.44%,0.64698,265.03474,23.89778,0.97133,0.21868,4.72837
town7_006586.png,GO,"[0.01918, 0.98082]",STOP,"[0.53412, 0.46588]",True,117.0,91.41%,0.45879,1478.23867,16.43336,0.9158,0.07789,6.44777
town7_006592.png,GO,"[0.15217, 0.84783]",STOP,"[0.53611, 0.46389]",True,106.0,82.81%,0.40647,1786.42458,15.61096,0.78961,0.07129,6.13033
town7_006593.png,GO,"[0.12696, 0.87304]",STOP,"[0.61712, 0.38288]",True,67.0,52.34%,0.50099,540.97198,20.79906,0.85366,0.10867,5.68729
town7_006615.png,GO,"[0.07133, 0.92867]",STOP,"[0.55952, 0.44048]",True,90.0,70.31%,0.38916,2073.13753,14.96452,0.76073,0.06448,4.76301
town7_006618.png,GO,"[0.11372, 0.88628]",STOP,"[0.50662, 0.49338]",True,69.0,53.91%,0.41313,1777.15198,15.63356,0.79087,0.08257,5.09913
town7_006619.png,GO,"[0.12762, 0.87238]",STOP,"[0.52104, 0.47896]",True,78.0,60.94%,0.41786,1820.01841,15.53005,0.79142,0.08611,5.22026
town7_006621.png,GO,"[0.19156, 0.80844]",STOP,"[0.51769, 0.48231]",True,63.0,49.22%,0.52823,932.07719,18.43628,0.89667,0.11964,6.30346
town7_006622.png,GO,"[0.13587, 0.86413]",STOP,"[0.59535, 0.40465]",True,35.0,27.34%,0.5803,687.06656,19.76082,0.92216,0.15908,6.11626
town7_006628.png,GO,"[0.29164, 0.70836]",STOP,"[0.54325, 0.45675]",True,91.0,71.09%,0.52551,1151.14318,17.51951,0.84881,0.12809,7.06574
town7_006629.png,GO,"[0.1802, 0.8198]",STOP,"[0.51822, 0.48178]",True,80.0,62.50%,0.52425,1188.575,17.38054,0.86625,0.12899,7.63604
town7_006632.png,GO,"[0.22542, 0.77458]",STOP,"[0.53613, 0.46387]",True,83.0,64.84%,0.50074,1400.68,16.66741,0.88727,0.11433,7.30133
town7_006634.png,GO,"[0.3131, 0.6869]",STOP,"[0.53804, 0.46196]",True,86.0,67.19%,0.58842,807.22544,19.06086,0.92111,0.15021,6.87956
town7_006639.png,GO,"[0.13935, 0.86065]",STOP,"[0.51819, 0.48181]",True,68.0,53.12%,0.68084,473.86232,21.37428,0.96694,0.21793,7.26841
town7_006655.png,GO,"[0.32411, 0.67589]",STOP,"[0.50198, 0.49802]",True,109.0,85.16%,0.65132,452.59143,21.57374,0.9699,0.17923,7.82864
town7_006656.png,GO,"[0.3404, 0.6596]",STOP,"[0.52618, 0.47382]",True,73.0,57.03%,0.68509,347.97211,22.71536,0.97479,0.22885,6.74625
town7_006657.png,GO,"[0.33767, 0.66233]",STOP,"[0.51967, 0.48033]",True,88.0,68.75%,0.69119,372.58023,22.41861,0.97106,0.22128,7.57104
town7_006661.png,GO,"[0.32778, 0.67222]",STOP,"[0.53286, 0.46714]",True,83.0,64.84%,0.72238,290.17849,23.50415,0.97694,0.24564,7.57573
town7_006667.png,GO,"[0.33274, 0.66726]",STOP,"[0.50681, 0.49319]",True,71.0,55.47%,0.743,244.29036,24.25174,0.98328,0.25971,6.567
town7_006675.png,GO,"[0.33479, 0.66521]",STOP,"[0.56713, 0.43287]",True,64.0,50.00%,0.74361,285.59211,23.57334,0.9807,0.28848,5.98412
town7_006676.png,GO,"[0.35129, 0.64871]",GO,"[0.30664, 0.69336]",False,128.0,100.00%,,,,,,5.27961
town7_006677.png,GO,"[0.34802, 0.65198]",STOP,"[0.52377, 0.47623]",True,74.0,57.81%,0.73617,286.06216,23.5662,0.98105,0.26847,5.0889
town7_006680.png,GO,"[0.32844, 0.67156]",STOP,"[0.50945, 0.49055]",True,80.0,62.50%,0.71573,482.89674,21.29226,0.9667,0.25452,6.00274
town7_006687.png,GO,"[0.32501, 0.67499]",STOP,"[0.62531, 0.37469]",True,73.0,57.03%,0.73806,450.79404,21.59102,0.96894,0.27726,5.12214
town7_006689.png,GO,"[0.28402, 0.71598]",STOP,"[0.50719, 0.49281]",True,77.0,60.16%,0.72318,347.49766,22.72128,0.98207,0.25944,5.06173
town7_006690.png,GO,"[0.30469, 0.69531]",STOP,"[0.53607, 0.46393]",True,61.0,47.66%,0.7609,203.4181,25.04691,0.99085,0.28633,5.27097
town7_006691.png,GO,"[0.34341, 0.65659]",STOP,"[0.6978, 0.3022]",True,61.0,47.66%,0.75594,239.63763,24.33525,0.98881,0.2845,5.93381
town7_006706.png,GO,"[0.26506, 0.73494]",STOP,"[0.51539, 0.48461]",True,83.0,64.84%,0.57868,1043.98034,17.94388,0.93416,0.1326,6.87591
town7_006711.png,GO,"[0.30278, 0.69722]",STOP,"[0.54561, 0.45439]",True,80.0,62.50%,0.66912,625.60607,20.16779,0.97482,0.18499,6.42454
town7_006724.png,GO,"[0.32907, 0.67093]",GO,"[0.35178, 0.64822]",False,128.0,100.00%,,,,,,6.13864
town7_006726.png,GO,"[0.48933, 0.51067]",GO,"[0.41275, 0.58725]",False,128.0,100.00%,,,,,,5.13093
town7_006728.png,STOP,"[0.95171, 0.04829]",GO,"[0.47464, 0.52536]",True,35.0,27.34%,0.75432,201.10411,25.09659,0.98801,0.29032,5.73901
town7_006733.png,STOP,"[0.96639, 0.03361]",GO,"[0.44648, 0.55352]",True,55.0,42.97%,0.71413,336.64279,22.85911,0.98398,0.21619,5.15273
town7_006737.png,STOP,"[0.97004, 0.02996]",GO,"[0.44566, 0.55434]",True,47.0,36.72%,0.64606,525.15586,20.92792,0.97334,0.16928,6.38182
town7_006738.png,STOP,"[0.96956, 0.03044]",GO,"[0.42454, 0.57546]",True,45.0,35.16%,0.66234,481.37138,21.306,0.97555,0.17837,5.66549
town7_006755.png,STOP,"[0.95861, 0.04139]",GO,"[0.46943, 0.53057]",True,50.0,39.06%,0.65517,464.54693,21.46051,0.97678,0.17986,5.36531
town7_006758.png,STOP,"[0.94619, 0.05381]",GO,"[0.47201, 0.52799]",True,46.0,35.94%,0.65413,426.22945,21.83437,0.98009,0.18466,5.23996
town7_006764.png,STOP,"[0.97377, 0.02623]",GO,"[0.41601, 0.58399]",True,64.0,50.00%,0.67656,373.05026,22.41313,0.98215,0.19873,5.49677
town7_006770.png,STOP,"[0.95547, 0.04453]",GO,"[0.41454, 0.58546]",True,43.0,33.59%,0.68426,410.99297,21.99246,0.97965,0.19888,5.91002
town7_006774.png,STOP,"[0.96735, 0.03265]",GO,"[0.49692, 0.50308]",True,44.0,34.38%,0.67302,390.0082,22.22007,0.98158,0.1921,5.69518
town7_006779.png,STOP,"[0.9599, 0.0401]",GO,"[0.33495, 0.66505]",True,48.0,37.50%,0.64878,449.61357,21.60241,0.97855,0.17103,6.15599
town7_006782.png,STOP,"[0.95032, 0.04968]",GO,"[0.47756, 0.52244]",True,48.0,37.50%,0.65455,508.9756,21.06383,0.97478,0.17712,7.29638
town7_006785.png,STOP,"[0.94841, 0.05159]",GO,"[0.42231, 0.57769]",True,45.0,35.16%,0.65493,428.9488,21.80675,0.98012,0.18661,7.71273
town7_006788.png,STOP,"[0.95573, 0.04427]",GO,"[0.39555, 0.60445]",True,41.0,32.03%,0.67996,396.51956,22.14816,0.98042,0.19961,6.97036
town7_006789.png,STOP,"[0.94922, 0.05078]",GO,"[0.49807, 0.50193]",True,42.0,32.81%,0.67756,363.34044,22.52767,0.98234,0.19644,7.36231
town7_006790.png,STOP,"[0.95887, 0.04113]",GO,"[0.38578, 0.61422]",True,24.0,18.75%,0.73789,230.22695,24.50924,0.98947,0.26661,7.37297
town7_006792.png,STOP,"[0.96032, 0.03968]",GO,"[0.49928, 0.50072]",True,31.0,24.22%,0.73131,248.8182,24.17198,0.98839,0.25814,7.88531
town7_006796.png,STOP,"[0.96588, 0.03412]",GO,"[0.48905, 0.51095]",True,43.0,33.59%,0.66348,479.32039,21.32454,0.97702,0.18324,7.0571
town7_006804.png,STOP,"[0.95628, 0.04372]",GO,"[0.48125, 0.51875]",True,37.0,28.91%,0.68418,355.9006,22.61752,0.98327,0.19979,6.26142
town7_006809.png,STOP,"[0.95011, 0.04989]",GO,"[0.42134, 0.57866]",True,35.0,27.34%,0.70482,321.07607,23.06472,0.98422,0.22542,6.37468
town7_006813.png,STOP,"[0.9626, 0.0374]",GO,"[0.38672, 0.61328]",True,41.0,32.03%,0.65982,413.56844,21.96533,0.98068,0.18287,5.79705
town7_006825.png,STOP,"[0.95625, 0.04375]",GO,"[0.4956, 0.5044]",True,35.0,27.34%,0.7069,343.72854,22.76865,0.98264,0.22399,4.96357
town7_006826.png,STOP,"[0.91987, 0.08013]",GO,"[0.47949, 0.52051]",True,46.0,35.94%,0.69596,373.98703,22.40224,0.98162,0.21454,6.25512
town7_006830.png,STOP,"[0.8459, 0.1541]",GO,"[0.49005, 0.50995]",True,50.0,39.06%,0.66861,374.26221,22.39904,0.98322,0.19959,6.7445
town7_006833.png,GO,"[0.23712, 0.76288]",STOP,"[0.56668, 0.43332]",True,122.0,95.31%,0.63978,772.68156,19.2508,0.95721,0.18424,6.46175
town7_006834.png,GO,"[0.19221, 0.80779]",STOP,"[0.51759, 0.48241]",True,127.0,99.22%,0.61539,625.31964,20.16978,0.97373,0.16118,7.2244
town7_006842.png,GO,"[0.12857, 0.87143]",STOP,"[0.52361, 0.47639]",True,79.0,61.72%,0.61896,925.39914,18.46751,0.96431,0.12171,7.12944
town7_006847.png,GO,"[0.29833, 0.70167]",STOP,"[0.50425, 0.49575]",True,84.0,65.62%,0.62968,435.8101,21.73783,0.96169,0.15161,6.76769
town7_006852.png,GO,"[0.30319, 0.69681]",STOP,"[0.50006, 0.49994]",True,84.0,65.62%,0.66774,304.85479,23.28987,0.96676,0.22142,6.88717
town7_006854.png,GO,"[0.27735, 0.72265]",STOP,"[0.5149, 0.4851]",True,105.0,82.03%,0.63734,463.29849,21.47219,0.94862,0.19321,6.18676
town7_006866.png,STOP,"[0.55429, 0.44571]",GO,"[0.38132, 0.61868]",True,1.0,0.78%,0.69154,249.62477,24.15793,0.96899,0.26644,5.97078
town7_006868.png,STOP,"[0.74811, 0.25189]",GO,"[0.47317, 0.52683]",True,45.0,35.16%,0.71129,250.20526,24.14784,0.97088,0.27895,6.49318
town7_006873.png,STOP,"[0.77855, 0.22145]",GO,"[0.48951, 0.51049]",True,27.0,21.09%,0.71589,236.27667,24.3966,0.96805,0.30852,7.78026
town7_006875.png,STOP,"[0.73417, 0.26583]",GO,"[0.49672, 0.50328]",True,15.0,11.72%,0.71977,227.19372,24.56684,0.96909,0.3163,7.35371
town7_006880.png,STOP,"[0.76488, 0.23512]",GO,"[0.47857, 0.52143]",True,23.0,17.97%,0.71855,233.50591,24.44782,0.96922,0.31515,7.53482
town7_006883.png,STOP,"[0.73244, 0.26756]",GO,"[0.45948, 0.54052]",True,49.0,38.28%,0.69769,287.06638,23.55098,0.96802,0.28913,6.73978
town7_006891.png,GO,"[0.08282, 0.91718]",STOP,"[0.52372, 0.47628]",True,103.0,80.47%,0.56127,2123.97568,14.85931,0.90672,0.08108,7.97372
town7_006892.png,GO,"[0.05305, 0.94695]",STOP,"[0.53282, 0.46718]",True,106.0,82.81%,0.45581,1813.55273,15.5455,0.92147,0.05732,7.33088
town7_006893.png,GO,"[0.17194, 0.82806]",GO,"[0.40447, 0.59553]",False,128.0,100.00%,,,,,,6.19757
town7_006894.png,GO,"[0.32087, 0.67913]",STOP,"[0.50721, 0.49279]",True,124.0,96.88%,0.5144,1138.4563,17.56764,0.91469,0.13906,6.02322
town7_006895.png,GO,"[0.31258, 0.68742]",STOP,"[0.51351, 0.48649]",True,80.0,62.50%,0.48414,1012.80266,18.07556,0.90812,0.11275,5.7262
town7_006897.png,GO,"[0.30841, 0.69159]",STOP,"[0.5035, 0.4965]",True,61.0,47.66%,0.555,594.25448,20.39108,0.93715,0.17652,5.02754
town7_006901.png,GO,"[0.28821, 0.71179]",STOP,"[0.61924, 0.38076]",True,58.0,45.31%,0.57957,569.11016,20.57884,0.93879,0.17888,4.903
town7_006902.png,GO,"[0.30348, 0.69652]",STOP,"[0.55016, 0.44984]",True,50.0,39.06%,0.60043,457.80909,21.52396,0.95174,0.19462,5.88971
town7_006906.png,GO,"[0.30618, 0.69382]",STOP,"[0.50663, 0.49337]",True,77.0,60.16%,0.5417,769.15604,19.27066,0.92183,0.13781,5.39899
town7_006912.png,GO,"[0.23619, 0.76381]",STOP,"[0.51423, 0.48577]",True,54.0,42.19%,0.64026,433.54458,21.76047,0.94868,0.18579,5.41104
town7_006916.png,GO,"[0.27575, 0.72425]",STOP,"[0.50381, 0.49619]",True,57.0,44.53%,0.55247,715.41016,19.58525,0.90329,0.17553,5.17925
town7_006918.png,GO,"[0.27074, 0.72926]",STOP,"[0.50004, 0.49996]",True,50.0,39.06%,0.58063,587.99906,20.43704,0.93066,0.17904,5.90704
town7_006921.png,GO,"[0.30755, 0.69245]",STOP,"[0.50117, 0.49883]",True,123.0,96.09%,0.50848,1533.89135,16.27286,0.85716,0.14688,5.61136
town7_006924.png,GO,"[0.29736, 0.70264]",GO,"[0.46337, 0.53663]",False,128.0,100.00%,,,,,,6.50305
town7_006929.png,GO,"[0.32324, 0.67676]",STOP,"[0.50348, 0.49652]",True,65.0,50.78%,0.57191,584.85112,20.46035,0.94094,0.15319,7.15985
town7_006932.png,GO,"[0.32904, 0.67096]",STOP,"[0.56964, 0.43036]",True,52.0,40.62%,0.59051,458.99578,21.51272,0.9564,0.16168,8.0882
town7_006935.png,GO,"[0.38062, 0.61938]",STOP,"[0.5212, 0.4788]",True,30.0,23.44%,0.60883,370.71701,22.44038,0.96338,0.19113,7.45426
town7_006936.png,GO,"[0.38142, 0.61858]",STOP,"[0.53855, 0.46145]",True,25.0,19.53%,0.60575,386.77581,22.25621,0.96142,0.18075,7.76103
town7_006945.png,STOP,"[0.79381, 0.20619]",GO,"[0.46316, 0.53684]",True,9.0,7.03%,0.68824,224.90776,24.61076,0.98071,0.26065,6.97065
town7_006946.png,STOP,"[0.74714, 0.25286]",GO,"[0.48293, 0.51707]",True,7.0,5.47%,0.6929,223.69622,24.63422,0.98093,0.26453,7.83708
town7_006953.png,STOP,"[0.77875, 0.22125]",GO,"[0.46624, 0.53376]",True,10.0,7.81%,0.67914,246.89404,24.2057,0.97866,0.25429,6.44851
town7_006954.png,STOP,"[0.76792, 0.23208]",GO,"[0.41828, 0.58172]",True,15.0,11.72%,0.67233,270.30883,23.8122,0.97599,0.24436,5.01725
town7_006960.png,GO,"[0.17865, 0.82135]",STOP,"[0.60088, 0.39912]",True,105.0,82.03%,0.67287,492.27859,21.20869,0.95933,0.2353,5.66319
town7_006962.png,GO,"[0.16357, 0.83643]",STOP,"[0.50219, 0.49781]",True,78.0,60.94%,0.68961,443.66081,21.66029,0.96742,0.22097,5.785
town7_006965.png,GO,"[0.14239, 0.85761]",STOP,"[0.52503, 0.47497]",True,121.0,94.53%,0.59933,1130.35995,17.59864,0.92818,0.127,6.74605
town7_006973.png,GO,"[0.35928, 0.64072]",STOP,"[0.55724, 0.44276]",True,25.0,19.53%,0.47352,684.80737,19.77512,0.90965,0.10103,6.66044
town7_006980.png,GO,"[0.34202, 0.65798]",STOP,"[0.51177, 0.48823]",True,104.0,81.25%,0.49568,932.09664,18.43619,0.93039,0.11221,7.47781
town7_006981.png,GO,"[0.32986, 0.67014]",STOP,"[0.56701, 0.43299]",True,46.0,35.94%,0.58273,608.49841,20.28821,0.94626,0.15969,6.94381
town7_006983.png,GO,"[0.33946, 0.66054]",STOP,"[0.51095, 0.48905]",True,125.0,97.66%,0.51335,1113.38878,17.66434,0.90648,0.10971,7.32527
town7_006986.png,GO,"[0.33058, 0.66942]",STOP,"[0.57975, 0.42025]",True,42.0,32.81%,0.63449,421.93896,21.87831,0.96083,0.19356,6.28825
town7_006988.png,GO,"[0.34336, 0.65664]",STOP,"[0.55421, 0.44579]",True,45.0,35.16%,0.63285,425.24203,21.84444,0.96415,0.20132,6.93118
town7_006990.png,GO,"[0.34699, 0.65301]",STOP,"[0.52006, 0.47994]",True,43.0,33.59%,0.6489,429.06268,21.8056,0.96655,0.21434,8.19115
town7_007003.png,STOP,"[0.60733, 0.39267]",GO,"[0.48997, 0.51003]",True,3.0,2.34%,0.7409,174.48466,25.71323,0.97664,0.31528,7.26653
town7_007010.png,STOP,"[0.64466, 0.35534]",GO,"[0.4399, 0.5601]",True,1.0,0.78%,0.73444,191.45443,25.31015,0.97535,0.30729,7.33675
town7_007016.png,GO,"[0.11559, 0.88441]",STOP,"[0.56202, 0.43798]",True,117.0,91.41%,0.55302,1513.87013,16.32992,0.9304,0.08856,7.21048
town7_007021.png,GO,"[0.0932, 0.9068]",STOP,"[0.5654, 0.4346]",True,84.0,65.62%,0.62046,764.04664,19.2996,0.95262,0.14878,6.66396
town7_007022.png,GO,"[0.15614, 0.84386]",STOP,"[0.5466, 0.4534]",True,78.0,60.94%,0.55846,674.5682,19.84054,0.92936,0.14115,7.8802
town7_007024.png,STOP,"[0.51347, 0.48653]",GO,"[0.45652, 0.54348]",True,3.0,2.34%,0.72039,143.95312,26.54859,0.97062,0.29353,7.13305
town7_007028.png,STOP,"[0.69738, 0.30262]",GO,"[0.43686, 0.56314]",True,34.0,26.56%,0.7613,106.78628,27.84565,0.98293,0.34541,6.67251
town7_007036.png,STOP,"[0.78034, 0.21966]",GO,"[0.48812, 0.51188]",True,39.0,30.47%,0.74428,114.05042,27.55983,0.98223,0.32874,6.32302
town7_007043.png,STOP,"[0.74718, 0.25282]",GO,"[0.48357, 0.51643]",True,15.0,11.72%,0.75188,103.31445,27.98919,0.98319,0.33243,7.22205
town7_007053.png,GO,"[0.34642, 0.65358]",STOP,"[0.50915, 0.49085]",True,81.0,63.28%,0.71678,171.72612,25.78244,0.9658,0.29446,6.24947
town7_007058.png,GO,"[0.36814, 0.63186]",STOP,"[0.52677, 0.47323]",True,121.0,94.53%,0.70465,248.97857,24.16918,0.95335,0.28901,6.72677
town7_007068.png,GO,"[0.14433, 0.85567]",GO,"[0.39869, 0.60131]",False,128.0,100.00%,,,,,,7.7017
town7_007070.png,GO,"[0.15712, 0.84288]",STOP,"[0.57615, 0.42385]",True,99.0,77.34%,0.70682,474.82695,21.36545,0.97271,0.17765,6.21937
town7_007076.png,GO,"[0.31228, 0.68772]",STOP,"[0.51691, 0.48309]",True,107.0,83.59%,0.67172,669.51477,19.8732,0.93402,0.20351,7.02564
town7_007079.png,GO,"[0.31642, 0.68358]",STOP,"[0.50279, 0.49721]",True,108.0,84.38%,0.69741,504.66453,21.10078,0.95001,0.21039,7.63774
town7_007082.png,GO,"[0.3255, 0.6745]",STOP,"[0.52602, 0.47398]",True,113.0,88.28%,0.69464,567.37823,20.59208,0.94868,0.22292,6.30231
town7_007083.png,GO,"[0.31397, 0.68603]",STOP,"[0.51379, 0.48621]",True,127.0,99.22%,0.69559,562.70547,20.62799,0.95628,0.22458,5.40198
town7_007084.png,GO,"[0.29658, 0.70342]",STOP,"[0.55391, 0.44609]",True,109.0,85.16%,0.70619,365.59065,22.50085,0.97708,0.20842,5.0621
town7_007088.png,GO,"[0.27708, 0.72292]",STOP,"[0.50041, 0.49959]",True,120.0,93.75%,0.69469,366.30872,22.49233,0.97598,0.21833,6.62343
town7_007093.png,GO,"[0.31882, 0.68118]",STOP,"[0.50855, 0.49145]",True,126.0,98.44%,0.69384,446.41474,21.63342,0.95881,0.23379,5.78758
town7_007100.png,GO,"[0.27111, 0.72889]",STOP,"[0.57031, 0.42969]",True,95.0,74.22%,0.72277,370.66818,22.44095,0.9794,0.2347,6.87731
town7_007101.png,GO,"[0.28677, 0.71323]",STOP,"[0.52474, 0.47526]",True,126.0,98.44%,0.70217,382.53854,22.30405,0.97381,0.23742,6.98155
town7_007110.png,GO,"[0.32116, 0.67884]",STOP,"[0.50653, 0.49347]",True,116.0,90.62%,0.76172,299.70003,23.36394,0.9697,0.30557,7.37884
town7_007123.png,GO,"[0.19048, 0.80952]",STOP,"[0.64169, 0.35831]",True,118.0,92.19%,0.70766,295.36995,23.42714,0.98023,0.2359,7.33418
town7_007127.png,GO,"[0.17142, 0.82858]",STOP,"[0.52197, 0.47803]",True,105.0,82.03%,0.72091,360.87604,22.55722,0.9676,0.20218,5.87696
town7_007129.png,GO,"[0.2062, 0.7938]",STOP,"[0.51689, 0.48311]",True,101.0,78.91%,0.70282,372.41057,22.42058,0.96801,0.21131,5.5005
town7_007131.png,GO,"[0.16744, 0.83256]",STOP,"[0.5323, 0.4677]",True,115.0,89.84%,0.63371,539.52375,20.8107,0.95992,0.16429,5.87405
town7_007132.png,GO,"[0.14727, 0.85273]",STOP,"[0.51676, 0.48324]",True,127.0,99.22%,0.67339,460.2431,21.50093,0.9605,0.15135,6.92285
town7_007140.png,GO,"[0.29329, 0.70671]",STOP,"[0.52774, 0.47226]",True,72.0,56.25%,0.75841,255.68617,24.05373,0.97737,0.29015,7.61496
town7_007144.png,GO,"[0.30799, 0.69201]",STOP,"[0.54886, 0.45114]",True,106.0,82.81%,0.79697,169.27862,25.84478,0.98567,0.33419,7.80242
town7_007151.png,GO,"[0.31906, 0.68094]",STOP,"[0.51011, 0.48989]",True,64.0,50.00%,0.75867,234.37888,24.43162,0.98013,0.29741,7.3531
town7_007152.png,GO,"[0.33494, 0.66506]",STOP,"[0.51412, 0.48588]",True,68.0,53.12%,0.75211,220.04846,24.70562,0.98046,0.29837,7.0946
town7_007153.png,GO,"[0.33606, 0.66394]",STOP,"[0.57834, 0.42166]",True,61.0,47.66%,0.77123,172.93208,25.75205,0.98517,0.30462,7.70841
town7_007154.png,GO,"[0.32366, 0.67634]",STOP,"[0.51053, 0.48947]",True,54.0,42.19%,0.77989,168.50599,25.86465,0.98497,0.31537,7.35199
town7_007157.png,GO,"[0.30008, 0.69992]",STOP,"[0.50988, 0.49012]",True,85.0,66.41%,0.75568,262.32828,23.94235,0.97783,0.29213,7.7589
town7_007162.png,STOP,"[0.57326, 0.42674]",GO,"[0.4527, 0.5473]",True,122.0,95.31%,0.77579,268.27966,23.84493,0.97708,0.27635,7.00339
town7_007166.png,STOP,"[0.57305, 0.42695]",GO,"[0.29146, 0.70854]",True,1.0,0.78%,0.79151,225.61531,24.59712,0.98973,0.34673,5.97304
town7_007169.png,STOP,"[0.77657, 0.22343]",GO,"[0.49896, 0.50104]",True,3.0,2.34%,0.81647,139.94812,26.67113,0.99401,0.36599,6.84369
town7_007171.png,STOP,"[0.7954, 0.2046]",GO,"[0.48539, 0.51461]",True,1.0,0.78%,0.81271,141.91896,26.6104,0.99396,0.36588,7.61574
town7_007172.png,STOP,"[0.74423, 0.25577]",GO,"[0.41591, 0.58409]",True,2.0,1.56%,0.80793,148.97672,26.39962,0.99361,0.36126,7.23539
town7_007176.png,STOP,"[0.70609, 0.29391]",GO,"[0.42261, 0.57739]",True,1.0,0.78%,0.80092,152.51953,26.29755,0.99343,0.34874,6.50111
town7_007189.png,GO,"[0.10158, 0.89842]",STOP,"[0.51873, 0.48127]",True,121.0,94.53%,0.64536,584.7506,20.4611,0.96479,0.13713,5.92509
town7_007198.png,GO,"[0.31069, 0.68931]",STOP,"[0.58931, 0.41069]",True,66.0,51.56%,0.7569,281.9793,23.62863,0.98865,0.25638,6.08599
town7_007203.png,GO,"[0.31592, 0.68408]",STOP,"[0.53467, 0.46533]",True,49.0,38.28%,0.81879,125.14122,27.1568,0.99526,0.34236,5.21238
town7_007207.png,GO,"[0.32033, 0.67967]",STOP,"[0.52464, 0.47536]",True,70.0,54.69%,0.80185,142.60883,26.58934,0.99422,0.31766,5.32723
town7_007211.png,GO,"[0.30359, 0.69641]",STOP,"[0.58541, 0.41459]",True,75.0,58.59%,0.78578,186.09414,25.43348,0.99218,0.31393,6.71141
town7_007215.png,GO,"[0.30589, 0.69411]",STOP,"[0.64848, 0.35152]",True,92.0,71.88%,0.78801,239.33424,24.34076,0.9891,0.29091,6.60539
town7_007217.png,GO,"[0.31987, 0.68013]",STOP,"[0.5608, 0.4392]",True,71.0,55.47%,0.78434,238.95797,24.34759,0.98647,0.29401,6.75735
town7_007233.png,GO,"[0.30039, 0.69961]",STOP,"[0.51054, 0.48946]",True,85.0,66.41%,0.81115,129.39133,27.01175,0.99514,0.34928,7.07573
town7_007236.png,GO,"[0.38052, 0.61948]",STOP,"[0.51329, 0.48671]",True,13.0,10.16%,0.78475,94.5425,28.37453,0.99672,0.36459,6.92275
town7_007241.png,STOP,"[0.84809, 0.15191]",GO,"[0.42927, 0.57073]",True,44.0,34.38%,0.82751,94.74969,28.36503,0.99652,0.35733,7.17782
town7_007249.png,STOP,"[0.96353, 0.03647]",GO,"[0.49784, 0.50216]",True,106.0,82.81%,0.783,206.24016,24.98707,0.99085,0.30389,6.83243
town7_007255.png,STOP,"[0.96764, 0.03236]",GO,"[0.46213, 0.53787]",True,55.0,42.97%,0.80616,117.24458,27.43988,0.99549,0.34576,5.52644
town7_007266.png,STOP,"[0.96479, 0.03521]",GO,"[0.48492, 0.51508]",True,70.0,54.69%,0.80532,129.92068,26.99402,0.99455,0.34016,5.52673
town7_007275.png,STOP,"[0.9696, 0.0304]",GO,"[0.45836, 0.54164]",True,81.0,63.28%,0.79202,149.40203,26.38724,0.99375,0.326,6.00309
town7_007276.png,STOP,"[0.96718, 0.03282]",GO,"[0.46395, 0.53605]",True,81.0,63.28%,0.79235,151.17956,26.33587,0.99359,0.32946,5.53697
town7_007277.png,STOP,"[0.96135, 0.03865]",GO,"[0.47829, 0.52171]",True,70.0,54.69%,0.79664,141.13206,26.63455,0.99398,0.32987,5.74948
town7_007278.png,STOP,"[0.96154, 0.03846]",GO,"[0.46888, 0.53112]",True,74.0,57.81%,0.78787,158.96005,26.11792,0.99294,0.32396,6.56019
town7_007283.png,STOP,"[0.96788, 0.03212]",GO,"[0.49287, 0.50713]",True,88.0,68.75%,0.78068,183.21672,25.50115,0.99211,0.30789,7.12228
town7_007285.png,STOP,"[0.97122, 0.02878]",GO,"[0.45416, 0.54584]",True,85.0,66.41%,0.77837,177.49076,25.63905,0.99221,0.3036,7.11548
town7_007299.png,STOP,"[0.96405, 0.03595]",GO,"[0.45271, 0.54729]",True,87.0,67.97%,0.78283,170.41161,25.81581,0.99273,0.30939,8.47951
town7_007315.png,STOP,"[0.96922, 0.03078]",GO,"[0.49579, 0.50421]",True,71.0,55.47%,0.80303,122.69523,27.24253,0.99502,0.34546,6.58655
town7_007317.png,STOP,"[0.97609, 0.02391]",GO,"[0.45997, 0.54003]",True,74.0,57.81%,0.79014,150.20328,26.36401,0.99352,0.32474,7.23995
town7_007318.png,STOP,"[0.96771, 0.03229]",GO,"[0.42439, 0.57561]",True,79.0,61.72%,0.7883,152.56062,26.29638,0.9935,0.319,6.23521
town7_007321.png,STOP,"[0.96156, 0.03844]",GO,"[0.46226, 0.53774]",True,88.0,68.75%,0.78347,167.16615,25.89932,0.99283,0.31887,5.83861
town7_007322.png,STOP,"[0.96788, 0.03212]",GO,"[0.38729, 0.61271]",True,80.0,62.50%,0.79626,144.02596,26.5464,0.99388,0.3335,6.25244
